Date,Order_ID,Product_Name,Category,Quantity,Unit_Price,Discount,Region
2014-03-26,CA-2014-138436,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Technology,3.0,22.1,0.0,West
2017-11-28,CA-2017-117702,BIC Brite Liner Grip Highlighters,Office Supplies,1.0,1.64,0.0,East
2017-11-28,CA-2017-117702,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Furniture,5.0,209.84,0.0,East
2017-11-28,CA-2017-117702,"Eldon Image Series Desk Accessories, Burgundy",Furniture,5.0,4.18,0.0,East
2016-12-01,CA-2016-157336,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",Office Supplies,6.0,14.68,0.0,East
2016-12-01,CA-2016-157336,Hon Every-Day Series Multi-Task Chairs,Furniture,4.0,187.98,0.0,East
2014-09-19,CA-2014-168130,Hon Olson Stacker Stools,Furniture,7.0,126.73,10.0,East
2015-10-23,CA-2015-155068,Mediabridge Sport Armband iPhone 5s,Technology,7.0,7.99,20.0,South
2015-10-23,CA-2015-155068,Sanford Liquid Accent Highlighters,Office Supplies,2.0,5.34,20.0,South
2015-10-23,CA-2015-155068,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",Technology,2.0,5.91,20.0,South
2017-10-13,CA-2017-163160,Easy-staple paper,Office Supplies,3.0,21.1,20.0,Central
2017-10-13,CA-2017-163160,GBC VeloBinder Electric Binding Machine,Office Supplies,4.0,24.2,80.0,Central
2017-10-13,CA-2017-163160,Dax Clear Box Frame,Furniture,3.0,3.49,60.0,Central
2015-09-04,CA-2015-101924,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",Office Supplies,2.0,4.88,70.0,West
2016-03-14,CA-2016-124793,"Global High-Back Leather Tilter, Burgundy",Furniture,2.0,98.39,20.0,West
2017-10-28,CA-2017-118367,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Office Supplies,2.0,23.99,0.0,East
2017-10-15,CA-2017-164819,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,Office Supplies,5.0,2.61,0.0,East
2017-08-07,CA-2017-158344,Memorex Micro Travel Drive 16 GB,Technology,4.0,15.99,0.0,Central
2017-09-21,CA-2017-123351,APC 7 Outlet Network SurgeArrest Surge Protector,Office Supplies,1.0,80.48,0.0,South
2017-11-03,CA-2017-110429,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Office Supplies,3.0,3.89,70.0,East
2016-11-05,US-2016-131611,Laminate Occasional Tables,Furniture,8.0,107.89,30.0,Central
2016-11-05,US-2016-131611,Storex Dura Pro Binders,Office Supplies,3.0,1.19,80.0,Central
2016-11-05,US-2016-131611,O'Sullivan Plantations 2-Door Library in Landvery Oak,Furniture,7.0,136.67,32.0,Central
2016-11-05,US-2016-131611,Premium Transparent Presentation Covers by GBC,Office Supplies,3.0,4.2,80.0,Central
2016-11-05,US-2016-131611,Logitech Wireless Headset H600 Over-The-Head Design,Technology,5.0,34.39,20.0,Central
2017-06-25,US-2017-124821,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Furniture,4.0,217.85,0.0,West
2015-11-26,CA-2015-166975,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,Furniture,11.0,62.95,20.0,South
2016-11-24,CA-2016-123806,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Furniture,4.0,51.94,0.0,East
2017-07-21,US-2017-158505,PayAnywhere Card Reader,Technology,9.0,7.99,20.0,West
2017-07-21,US-2017-158505,"BOSTON Ranger #55 Pencil Sharpener, Black",Office Supplies,1.0,25.99,0.0,West
2015-10-23,CA-2015-142692,Avery Non-Stick Binders,Office Supplies,1.0,3.59,20.0,West
2015-07-09,CA-2015-123456,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Office Supplies,2.0,24.32,80.0,Central
2017-08-18,CA-2017-151358,Fellowes Super Stor/Drawer Files,Office Supplies,2.0,161.55,0.0,West
2016-04-16,US-2016-107440,"3D Systems Cube Printer, 2nd Generation, Magenta",Technology,7.0,1299.99,0.0,East
2016-04-16,US-2016-107440,Stacking Trays by OIC,Furniture,2.0,4.98,0.0,East
2016-04-16,US-2016-107440,Wilson Jones Standard D-Ring Binders,Office Supplies,5.0,5.06,0.0,East
2014-11-14,CA-2014-166989,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",Office Supplies,2.0,5.68,0.0,East
2014-11-14,CA-2014-166989,"Safco Chair Connectors, 6/Carton",Furniture,2.0,34.63,10.0,East
2014-12-20,CA-2014-103100,Avery 487,Office Supplies,1.0,3.69,0.0,Central
2014-12-20,CA-2014-103100,Ibico Ibimaster 300 Manual Binding System,Office Supplies,3.0,367.99,0.0,Central
2015-11-21,CA-2015-105690,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Furniture,2.0,123.07,32.0,Central
2015-11-21,CA-2015-105690,Self-Adhesive Address Labels for Typewriters by Universal,Office Supplies,2.0,5.85,20.0,Central
2015-11-21,CA-2015-105690,Sharp 1540cs Digital Laser Copier,Technology,1.0,439.99,20.0,Central
2017-12-28,CA-2017-127516,Carina Double Wide Media Storage Towers in Natural & Black,Office Supplies,1.0,64.78,20.0,South
2015-05-17,US-2015-117184,GBC Twin Loop Wire Binding Elements,Office Supplies,5.0,6.66,80.0,Central
2015-05-17,US-2015-117184,Things To Do Today Pad,Office Supplies,3.0,4.7,20.0,Central
2017-12-09,CA-2017-102407,Newell 314,Office Supplies,2.0,5.58,0.0,West
2017-12-09,CA-2017-102407,Bevis 36 x 72 Conference Tables,Furniture,9.0,99.59,20.0,West
2017-12-09,CA-2017-102407,Harmony Air Purifier,Office Supplies,1.0,189.0,0.0,West
2017-03-10,CA-2017-130967,Nokia Lumia 521 (T-Mobile),Technology,3.0,17.99,40.0,East
2017-10-22,CA-2017-101581,KI Conference Tables,Furniture,5.0,35.44,50.0,West
2017-07-03,CA-2017-169124,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",Furniture,3.0,43.13,0.0,West
2017-09-04,CA-2017-117261,"Rogers Jumbo File, Granite",Office Supplies,4.0,13.58,0.0,West
2017-08-23,CA-2017-129021,Samsung Galaxy Mega 6.3,Technology,13.0,335.99,20.0,South
2017-08-23,CA-2017-129021,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Office Supplies,2.0,24.78,20.0,South
2017-08-23,CA-2017-129021,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,Office Supplies,6.0,26.9,20.0,South
2017-08-23,CA-2017-129021,"Eldon Regeneration Recycled Desk Accessories, Smoke",Furniture,2.0,1.39,20.0,South
2017-08-23,CA-2017-129021,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",Office Supplies,5.0,1.74,20.0,South
2014-08-22,CA-2014-123253,Faber Castell Col-Erase Pencils,Office Supplies,1.0,3.91,20.0,East
2016-10-04,CA-2016-121601,Laser & Ink Jet Business Envelopes,Office Supplies,7.0,8.54,20.0,Central
2014-10-26,CA-2014-162278,Tenex Chairmats For Use With Carpeted Floors,Furniture,4.0,15.98,0.0,West
2014-10-26,CA-2014-162278,Vtech CS6719,Technology,5.0,76.79,20.0,West
2016-06-28,CA-2016-161095,Recycled Pressboard Report Cover with Reinforced Top Hinge,Office Supplies,3.0,2.58,20.0,West
2016-06-28,CA-2016-161095,GBC Premium Transparent Covers with Diagonal Lined Pattern,Office Supplies,2.0,16.78,20.0,West
2014-11-04,CA-2014-125829,Polycom SoundPoint Pro SE-225 Corded phone,Technology,7.0,95.19,20.0,West
2014-11-04,CA-2014-125829,"Bevis Round Conference Table Top, X-Base",Furniture,4.0,143.43,20.0,West
2014-11-04,CA-2014-125829,Cardinal EasyOpen D-Ring Binders,Office Supplies,3.0,7.31,20.0,West
2014-11-04,CA-2014-125829,Xerox 2000,Office Supplies,3.0,6.48,0.0,West
2014-11-04,CA-2014-125829,Hewlett-Packard Deskjet D4360 Printer,Technology,4.0,111.99,20.0,West
2014-09-08,CA-2014-123127,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,Office Supplies,2.0,8.39,0.0,East
2015-06-25,CA-2015-115945,Staples in misc. colors,Office Supplies,2.0,10.48,0.0,West
2015-06-25,CA-2015-115945,"GBC Velobind Prepunched Cover Sets, Regency Series",Office Supplies,3.0,29.58,20.0,West
2015-06-25,CA-2015-115945,Tennsco Regal Shelving Units,Office Supplies,3.0,101.41,0.0,West
2015-07-26,CA-2015-136735,Airmail Envelopes,Office Supplies,2.0,83.93,0.0,West
2017-12-07,US-2017-136189,DAX Wood Document Frame.,Furniture,6.0,13.73,0.0,South
2014-12-29,CA-2014-152345,Mediabridge Sport Armband iPhone 5s,Technology,3.0,7.99,20.0,West
2014-12-29,CA-2014-152345,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Office Supplies,1.0,33.29,0.0,West
2015-02-14,US-2015-147662,GBC Standard Therm-A-Bind Covers,Office Supplies,2.0,7.48,70.0,East
2015-02-14,US-2015-147662,Google Nexus 5,Technology,3.0,107.99,40.0,East
2015-02-14,US-2015-147662,Acco Hanging Data Binders,Office Supplies,2.0,1.14,70.0,East
2015-02-14,US-2015-147662,Newell 315,Office Supplies,3.0,4.78,20.0,East
2015-02-14,US-2015-147662,Belkin F8E887 USB Wired Ergonomic Keyboard,Technology,3.0,23.99,20.0,East
2016-01-25,CA-2016-153346,"Dixon Ticonderoga Maple Cedar Pencil, #2",Office Supplies,3.0,3.07,0.0,East
2016-01-25,CA-2016-153346,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",Office Supplies,5.0,3.6,0.0,East
2017-04-01,CA-2017-118360,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",Office Supplies,9.0,4.77,0.0,East
2017-10-03,CA-2017-149853,Xerox 208,Office Supplies,3.0,5.18,20.0,South
2017-10-03,CA-2017-149853,Hoover Portapower Portable Vacuum,Office Supplies,5.0,3.58,20.0,South
2017-09-01,CA-2017-107909,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Technology,1.0,19.99,0.0,West
2017-09-01,CA-2017-107909,Avery Metallic Poly Binders,Office Supplies,5.0,4.58,20.0,West
2015-12-21,CA-2015-112375,Memorex Micro Travel Drive 4 GB,Technology,6.0,8.48,20.0,South
2015-12-21,CA-2015-112375,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",Office Supplies,2.0,13.66,20.0,South
2015-12-20,CA-2015-154795,#6 3/4 Gummed Flap White Envelopes,Office Supplies,1.0,7.92,20.0,West
2015-12-20,CA-2015-154795,Nu-Dell Float Frame 11 x 14 1/2,Furniture,2.0,7.18,20.0,West
2015-11-27,CA-2015-125234,Sony 64GB Class 10 Micro SDHC R40 Memory Card,Technology,3.0,35.99,0.0,West
2015-11-27,CA-2015-125234,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",Office Supplies,3.0,37.94,0.0,West
2017-08-27,CA-2017-133501,Xerox 217,Office Supplies,1.0,5.18,20.0,South
2014-03-22,US-2014-129609,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,2.0,8.14,0.0,Central
2017-12-17,CA-2017-130309,Adjustable Depth Letter/Legal Cart,Office Supplies,3.0,181.46,0.0,South
2017-03-19,CA-2017-105410,"ACCOHIDE 3-Ring Binder, Blue, 1""",Office Supplies,6.0,3.3,20.0,West
2017-03-19,CA-2017-105410,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,Technology,6.0,109.58,20.0,West
2017-03-19,CA-2017-105410,Logitech K350 2.4Ghz Wireless Keyboard,Technology,2.0,49.77,0.0,West
2017-03-19,CA-2017-105410,Logitech Wireless Marathon Mouse M705,Technology,4.0,49.99,0.0,West
2016-09-18,CA-2016-120355,Global Leather Executive Chair,Furniture,2.0,315.89,10.0,East
2016-09-18,CA-2016-120355,DAX Two-Tone Silver Metal Document Frame,Furniture,3.0,20.24,0.0,East
2017-11-24,CA-2017-169894,GBC Recycled Grain Textured Covers,Office Supplies,2.0,10.36,70.0,West
2017-11-24,CA-2017-169894,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,Office Supplies,8.0,51.98,20.0,West
2017-04-11,US-2017-100482,Sterilite Officeware Hinged File Box,Office Supplies,2.0,8.38,20.0,East
2017-04-11,US-2017-100482,Kingston Digital DataTraveler 32GB USB 2.0,Technology,2.0,13.56,20.0,East
2017-12-10,CA-2017-107748,Jackery Bar Premium Fast-charging Portable Charger,Technology,4.0,23.96,20.0,West
2017-12-10,CA-2017-107748,Xerox 225,Office Supplies,2.0,6.48,0.0,West
2017-11-24,CA-2017-153654,Avery Durable Slant Ring Binders,Office Supplies,8.0,2.38,70.0,South
2015-12-04,CA-2015-155600,GBC Ibimaster 500 Manual ProClick Binding System,Office Supplies,7.0,228.29,70.0,South
2015-12-04,CA-2015-155600,Deluxe Chalkboard Eraser Cleaner,Office Supplies,4.0,9.24,20.0,South
2017-12-11,CA-2017-162565,Xerox 21,Office Supplies,2.0,5.18,20.0,Central
2017-12-11,CA-2017-162565,Electrix Halogen Magnifier Lamp,Furniture,1.0,77.72,60.0,Central
2017-12-11,CA-2017-162565,GuestStacker Chair with Chrome Finish Legs,Furniture,2.0,260.23,30.0,Central
2016-05-21,CA-2016-127642,Easy-staple paper,Office Supplies,2.0,55.98,0.0,East
2017-02-17,US-2017-163195,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,Technology,3.0,9.72,0.0,South
2017-05-20,CA-2017-111332,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Office Supplies,3.0,43.98,0.0,Central
2017-05-20,CA-2017-111332,"BIC Brite Liner Highlighters, Chisel Tip",Office Supplies,4.0,6.48,0.0,Central
2017-05-20,CA-2017-111332,Fellowes High-Stak Drawer Files,Office Supplies,4.0,176.19,0.0,Central
2017-05-20,CA-2017-111332,Staples,Office Supplies,3.0,2.47,0.0,Central
2017-05-20,CA-2017-111332,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",Office Supplies,10.0,2.15,0.0,Central
2017-09-11,CA-2017-117044,Acco Hot Clips Clips to Go,Office Supplies,4.0,2.63,20.0,Central
2017-09-11,CA-2017-117044,Xerox 1927,Office Supplies,6.0,3.42,20.0,Central
2016-11-05,US-2016-165078,Premium Transparent Presentation Covers by GBC,Office Supplies,5.0,20.98,0.0,Central
2016-11-05,US-2016-165078,Prismacolor Color Pencil Set,Office Supplies,2.0,19.84,0.0,Central
2016-11-05,US-2016-165078,Avery 503,Office Supplies,5.0,10.35,0.0,Central
2017-07-23,US-2017-169320,"Quartet Omega Colored Chalk, 12/Pack",Office Supplies,2.0,5.84,0.0,Central
2017-07-23,US-2017-169320,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",Technology,5.0,31.95,0.0,Central
2016-11-18,CA-2016-158575,Holmes 99% HEPA Air Purifier,Office Supplies,6.0,17.33,20.0,East
2014-04-25,CA-2014-166954,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Furniture,5.0,60.65,0.0,West
2014-04-25,CA-2014-166954,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,Office Supplies,3.0,90.24,0.0,West
2014-04-25,CA-2014-166954,GuestStacker Chair with Chrome Finish Legs,Furniture,5.0,297.41,20.0,West
2015-11-30,CA-2015-140830,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Office Supplies,2.0,8.74,0.0,South
2015-11-30,CA-2015-140830,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",Office Supplies,2.0,35.94,0.0,South
2015-10-25,CA-2015-152891,Boston 19500 Mighty Mite Electric Pencil Sharpener,Office Supplies,3.0,20.15,0.0,West
2015-10-25,CA-2015-152891,Balt Solid Wood Rectangular Table,Furniture,3.0,84.39,20.0,West
2015-07-20,US-2015-122784,Avery Durable Binders,Office Supplies,5.0,0.58,80.0,Central
2015-07-20,US-2015-122784,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,Furniture,4.0,96.24,30.0,Central
2015-07-20,US-2015-122784,Pyle PMP37LED,Technology,2.0,76.79,20.0,Central
2015-07-20,US-2015-122784,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Furniture,5.0,182.69,30.0,Central
2016-10-27,CA-2016-156811,Staple holder,Office Supplies,4.0,10.98,0.0,West
2016-10-27,CA-2016-156811,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",Office Supplies,3.0,8.34,20.0,West
2017-11-20,CA-2017-111556,Xerox 1968,Office Supplies,7.0,6.68,0.0,East
2017-11-20,CA-2017-111556,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Furniture,2.0,91.98,20.0,East
2017-11-20,CA-2017-111556,Samsung Galaxy Mega 6.3,Technology,3.0,419.99,0.0,East
2017-11-20,CA-2017-111556,Boston KS Multi-Size Manual Pencil Sharpener,Office Supplies,3.0,22.99,0.0,East
2016-09-08,CA-2016-108868,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Office Supplies,2.0,35.18,20.0,Central
2016-09-08,CA-2016-108868,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",Technology,5.0,11.99,20.0,Central
2014-07-20,CA-2014-142965,Fellowes Neat Ideas Storage Cubes,Office Supplies,1.0,25.98,20.0,East
2014-07-20,CA-2014-142965,Ibico Plastic Spiral Binding Combs,Office Supplies,3.0,9.12,70.0,East
2016-11-15,CA-2016-148740,Polycom SoundPoint IP 450 VoIP phone,Technology,2.0,180.69,20.0,West
2014-07-07,US-2014-138758,"Global High-Back Leather Tilter, Burgundy",Furniture,2.0,86.09,30.0,East
2014-07-07,US-2014-138758,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",Furniture,2.0,34.5,20.0,East
2016-03-17,CA-2016-131737,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Office Supplies,5.0,39.98,0.0,East
2016-03-17,CA-2016-131737,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Office Supplies,3.0,300.65,0.0,East
2016-03-17,CA-2016-131737,Electrix Halogen Magnifier Lamp,Furniture,5.0,194.3,0.0,East
2016-12-26,CA-2016-114538,SANFORD Major Accent Highlighters,Office Supplies,2.0,5.66,20.0,West
2014-09-02,CA-2014-127936,SANFORD Major Accent Highlighters,Office Supplies,3.0,7.08,0.0,East
2015-07-05,CA-2015-164336,HP Standard 104 key PS/2 Keyboard,Technology,3.0,11.6,20.0,East
2015-07-05,CA-2015-164336,Acco Perma 4000 Stacking Storage Drawers,Office Supplies,3.0,12.99,20.0,East
2016-11-20,CA-2016-100041,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",Office Supplies,2.0,4.54,0.0,Central
2016-11-20,CA-2016-100041,Xerox 189,Office Supplies,3.0,104.85,0.0,Central
2016-11-20,CA-2016-100041,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Office Supplies,1.0,4.91,0.0,Central
2014-05-06,US-2014-154879,Staple-on labels,Office Supplies,2.0,2.89,0.0,West
2014-05-06,US-2014-154879,Model L Table or Wall-Mount Pencil Sharpener,Office Supplies,6.0,17.99,0.0,West
2014-06-21,CA-2014-130624,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",Office Supplies,3.0,6.55,0.0,East
2014-06-21,CA-2014-130624,GE 2-Jack Phone Line Splitter,Technology,3.0,205.99,0.0,East
2014-06-21,CA-2014-130624,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",Office Supplies,3.0,19.9,0.0,East
2017-08-19,CA-2017-132339,Fellowes PB300 Plastic Comb Binding Machine,Office Supplies,1.0,387.99,0.0,East
2014-11-29,CA-2014-153983,Wilson SignalBoost 841262 DB PRO Amplifier Kit,Technology,2.0,287.96,20.0,West
2014-11-29,CA-2014-153983,Staples,Office Supplies,5.0,6.08,0.0,West
2017-04-09,CA-2017-112900,GBC Recycled Regency Composition Covers,Office Supplies,8.0,59.78,0.0,Central
2014-12-20,CA-2014-160157,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Furniture,3.0,63.62,20.0,East
2014-12-17,CA-2014-139633,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Office Supplies,4.0,1.37,70.0,East
2015-11-17,CA-2015-163090,Acme Box Cutter Scissors,Office Supplies,5.0,8.18,20.0,Central
2014-03-04,CA-2014-117016,"BIC Brite Liner Highlighters, Chisel Tip",Office Supplies,3.0,5.18,20.0,South
2017-05-18,CA-2017-159464,"Acco Six-Outlet Power Strip, 4' Cord Length",Office Supplies,2.0,8.62,0.0,South
2017-05-18,CA-2017-159464,Hon 4-Shelf Metal Bookcases,Furniture,3.0,100.98,0.0,South
2017-05-18,CA-2017-159464,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,Technology,5.0,6.95,0.0,South
2017-05-18,CA-2017-159464,Poly Designer Cover & Back,Office Supplies,6.0,18.99,0.0,South
2017-05-18,CA-2017-159464,Apple EarPods with Remote and Mic,Technology,2.0,27.99,0.0,South
2017-09-22,US-2017-103226,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Office Supplies,3.0,9.06,0.0,West
2017-03-21,CA-2017-119452,"Global Leather and Oak Executive Chair, Black",Furniture,6.0,300.98,0.0,Central
2017-09-14,CA-2017-147725,Boston Home & Office Model 2000 Electric Pencil Sharpeners,Office Supplies,3.0,23.65,0.0,East
2016-11-03,CA-2016-168893,Advantus Plastic Paper Clips,Office Supplies,4.0,5.0,0.0,South
2016-11-03,CA-2016-168893,Economy #2 Pencils,Office Supplies,3.0,2.66,0.0,South
2016-11-03,CA-2016-168893,Magna Visual Magnetic Picture Hangers,Furniture,5.0,4.82,0.0,South
2016-11-03,CA-2016-168893,Boston 16750 Black Compact Battery Pencil Sharpener,Office Supplies,1.0,8.75,0.0,South
2016-11-03,CA-2016-168893,Global Adaptabilities Conference Tables,Furniture,3.0,280.98,0.0,South
2016-05-03,CA-2016-163398,Heavy-Duty E-Z-D Binders,Office Supplies,1.0,2.18,80.0,Central
2016-05-03,CA-2016-163398,Newell 316,Office Supplies,7.0,3.91,20.0,Central
2016-05-03,CA-2016-163398,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,Office Supplies,3.0,8.8,80.0,Central
2016-12-27,CA-2016-162726,Xerox 214,Office Supplies,2.0,5.18,20.0,Central
2016-12-27,CA-2016-162726,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Office Supplies,4.0,5.92,20.0,Central
2016-07-22,US-2016-111290,Plantronics Audio 995 Wireless Stereo Headset,Technology,1.0,109.95,0.0,Central
2016-07-22,US-2016-111290,Fellowes Staxonsteel Drawer Files,Office Supplies,5.0,193.17,0.0,Central
2016-07-22,US-2016-111290,Avery Hi-Liter Smear-Safe Highlighters,Office Supplies,5.0,5.84,0.0,Central
2016-07-22,US-2016-111290,Xerox 192,Office Supplies,5.0,6.48,0.0,Central
2014-11-16,US-2014-147704,"#10 White Business Envelopes,4 1/8 x 9 1/2",Office Supplies,5.0,15.67,0.0,Central
2014-11-16,US-2014-147704,Xerox 1954,Office Supplies,6.0,5.28,0.0,Central
2014-11-16,US-2014-147704,Wilson Jones Active Use Binders,Office Supplies,4.0,7.28,0.0,Central
2014-11-16,US-2014-147704,"File Shuttle II and Handi-File, Black",Office Supplies,5.0,33.89,0.0,Central
2015-06-19,CA-2015-121965,Eldon 200 Class Desk Accessories,Furniture,2.0,6.28,0.0,West
2015-06-19,CA-2015-121965,Xerox 231,Office Supplies,1.0,6.48,0.0,West
2015-06-19,CA-2015-121965,Cameo Buff Policy Envelopes,Office Supplies,3.0,62.23,0.0,West
2016-07-04,CA-2016-147137,"Master Caster Door Stop, Brown",Furniture,5.0,5.08,0.0,West
2016-07-04,CA-2016-147137,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",Office Supplies,2.0,21.98,0.0,West
2016-07-04,CA-2016-147137,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Furniture,5.0,255.83,15.0,West
2016-07-04,CA-2016-147137,Eldon Shelf Savers Cubes and Bins,Office Supplies,4.0,6.98,0.0,West
2015-09-03,US-2015-146745,Office Star - Ergonomically Designed Knee Chair,Furniture,2.0,64.78,20.0,West
2015-09-03,US-2015-146745,"Avery Durable Slant Ring Binders, No Labels",Office Supplies,2.0,3.18,20.0,West
2017-08-07,CA-2017-115175,Xerox 1891,Office Supplies,5.0,48.91,0.0,West
2017-03-13,CA-2017-105851,Martin Yale Chadless Opener Electric Letter Opener,Office Supplies,2.0,666.25,20.0,West
2017-09-28,US-2017-125717,Dana Halogen Swing-Arm Architect Lamp,Furniture,1.0,32.78,20.0,West
2017-09-28,US-2017-125717,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Office Supplies,2.0,73.59,20.0,West
2017-09-28,US-2017-125717,Lenovo 17-Key USB Numeric Keypad,Technology,2.0,27.19,20.0,West
2017-09-28,US-2017-125717,GBC DocuBind P50 Personal Binding Machine,Office Supplies,4.0,19.19,70.0,West
2017-09-28,US-2017-125717,Xerox 1992,Office Supplies,3.0,4.78,20.0,West
2017-09-28,US-2017-125717,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,Office Supplies,2.0,104.9,20.0,West
2015-08-07,CA-2015-163895,"ACCOHIDE 3-Ring Binder, Blue, 1""",Office Supplies,1.0,3.3,20.0,West
2017-11-24,CA-2017-168641,"Crayola Anti Dust Chalk, 12/Pack",Office Supplies,9.0,1.82,0.0,East
2017-11-24,CA-2017-168641,Ames Color-File Green Diamond Border X-ray Mailers,Office Supplies,2.0,83.98,0.0,East
2017-11-24,CA-2017-168641,O'Sullivan Plantations 2-Door Library in Landvery Oak,Furniture,2.0,160.78,20.0,East
2017-11-24,CA-2017-168641,Xerox 214,Office Supplies,2.0,6.48,0.0,East
2017-05-08,CA-2017-156895,"Global Armless Task Chair, Royal Blue",Furniture,3.0,42.69,30.0,East
2017-09-29,CA-2017-121300,"Global Wood Trimmed Manager's Task Chair, Khaki",Furniture,1.0,63.69,30.0,East
2017-09-29,CA-2017-121300,Logitech G700s Rechargeable Gaming Mouse,Technology,3.0,79.99,20.0,East
2017-09-29,CA-2017-121300,Riverside Furniture Stanwyck Manor Table Series,Furniture,2.0,172.11,40.0,East
2017-09-29,CA-2017-121300,Xerox 227,Office Supplies,3.0,5.18,20.0,East
2017-09-29,CA-2017-121300,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Furniture,4.0,5.31,20.0,East
2017-09-29,CA-2017-121300,Xerox 1928,Office Supplies,2.0,4.22,20.0,East
2017-10-22,CA-2017-130211,Fellowes Recycled Storage Drawers,Office Supplies,3.0,111.03,0.0,Central
2017-10-22,CA-2017-130211,Bevis 36 x 72 Conference Tables,Furniture,2.0,124.49,0.0,Central
2014-03-24,CA-2014-147235,Xerox 190,Office Supplies,5.0,4.98,0.0,East
2016-11-03,CA-2016-109365,Stockwell Push Pins,Office Supplies,7.0,2.18,0.0,West
2016-11-03,CA-2016-109365,Holmes 99% HEPA Air Purifier,Office Supplies,2.0,21.66,0.0,West
2016-11-03,CA-2016-109365,"Avery Durable Plastic 1"" Binders",Office Supplies,12.0,3.63,20.0,West
2016-11-03,CA-2016-109365,Xerox 1892,Office Supplies,3.0,38.76,0.0,West
2016-11-03,CA-2016-109365,Fellowes Black Plastic Comb Bindings,Office Supplies,2.0,4.65,20.0,West
